Electorate,State,Party,Margin,Total,"Natural and Physical Sciences, nfd",% Natural & Physical Sciences,Mathematical Sciences,%Mathematical Sciences,Physics and Astronomy,% Physics & Astronomy,Chemical Sciences,% Chemical Sciences,Earth Sciences,% Earth Sciences,Biological Sciences,% Biological Sciences,Other Natural and Physical Sciences,% Other Sciences,"Information Technology, nfd",% IT,Computer Science,% Computer Science,Information Systems,% Information Systems,Other Information Technology,% Other IT,"Engineering and Related Technologies, nfd",% Engineering,Manufacturing Engineering and Technology,% Manufacturing Engineering,Process and Resources Engineering,% Process and Resources Eng.,Automotive Engineering and Technology,% Automotive Engineering,Mechanical and Industrial Engineering and Technology,% Mechanical and Industrial Eng.,Civil Engineering,% Civil Eng.,Geomatic Engineering,% Geomatic Eng.,Electrical and Electronic Engineering and Technology,% Electrical and Electronic Eng.,Aerospace Engineering and Technology,% Aerospace Eng.,Maritime Engineering and Technology,% Maritime Eng.,Other Engineering and Related Technologies,% Other Eng.,"Architecture and Building, nfd",% Architecture,Architecture and Urban Environment,% Archi & Urban,Building,% Building,"Agriculture, Environmental and Related Studies, nfd",% Agriculture & Enviro,Agriculture,% Agriculture,Horticulture and Viticulture,%Horticulture & Viticulture,Forestry Studies,% Forestry,Fisheries Studies,% Fisheries,Environmental Studies,% Environ,"Other Agriculture, Environmental and Related Studies",% Other Agri,"Health, nfd",% Health,Medical Studies,%Medical,Nursing,% Nursing,Pharmacy,%Pharmacy,Dental Studies,% Dental,Optical Science,% Optical,Veterinary Studies,% Vet,Public Health,% Public Health,Radiography,%Radiography,Rehabilitation Therapies,%Rehab,Complementary Therapies,% Comple. Med,Other Health,%Other Health,"Education, nfd",% Education,Teacher Education,% Teacher,Curriculum and Education Studies,% Curriculum,Other Education,% Other Education,"Management and Commerce, nfd",% Management & Commerce,Accounting,% Accounting,Business and Management,% Business,Sales and Marketing,% Sales & Marketing,Tourism,%Toursim,Office Studies,% Office,"Banking, Finance and Related Fields",% Banking & Finance,Other Management and Commerce,% Other Management,"Society and Culture, nfd",%Society,Political Science and Policy Studies,%Poli Sci,Studies in Human Society,% Human Society,Human Welfare Studies and Services,% Human Welfare,Behavioural Science,% Behavioural Science,Law,% Law,Justice and Law Enforcement,% Justice,"Librarianship, Information Management and Curatorial Studies",% Librarianship,Language and Literature,%Language & Lit,Philosophy and Religious Studies,% Philosophy,Economics and Econometrics,% Economics,Sport and Recreation,% Sport,Other Society and Culture,% Other Society,"Creative Arts, nfd",% Creative Arts,Performing Arts,%Performing Arts,Visual Arts and Crafts,% Visual Arts,Graphic and Design Studies,% Graphic and Design,Communication and Media Studies,% Communication and Media,Other Creative Arts,% Other Creative Arts,"Food, Hospitality and Personal Services, nfd",% Food,Food and Hospitality,% Food and Hospitality,Personal Services,% Personal Services,"Mixed Field Programmes, nfd",% Mixed Field,General Education Programmes,% General Education,Social Skills Programmes,% Social Skills,Employment Skills Programmes,% Employment Skills,Other Mixed Field Programmes,% Other Mixed Field,Field of study inadequately described,% Inadequately described,Field of study not stated,% Not stated,Not applicable,% N/A
Newcastle,NSW,ALP,13.83,"150,336",624,0.004150702,192,0.001277139,32,0.000212857,137,0.000911292,96,0.00063857,202,0.001343657,437,0.002906822,"1,020",0.006784802,298,0.001982226,8,5.32141E-05,6,3.99106E-05,"2,320",0.015432099,402,0.00267401,560,0.003724989,977,0.006498776,"3,364",0.022376543,437,0.002906822,225,0.001496648,"2,895",0.019256865,297,0.001975575,207,0.001376916,172,0.001144104,0,0,521,0.00346557,"3,537",0.023527299,0,0,61,0.000405758,265,0.001762718,3,1.99553E-05,0,0,356,0.002368029,4,2.66071E-05,441,0.002933429,"1,565",0.010410015,"4,641",0.030870849,215,0.00143013,289,0.001922361,20,0.000133035,87,0.000578704,488,0.003246062,207,0.001376916,"1,106",0.007356854,20,0.000133035,301,0.002002182,631,0.004197265,"6,030",0.040110153,4,2.66071E-05,31,0.000206205,625,0.004157354,"1,833",0.012192688,"6,595",0.043868401,"1,485",0.009877874,244,0.001623031,"1,354",0.009006492,789,0.005248244,229,0.001523255,390,0.002594189,70,0.000465624,478,0.003179544,"3,122",0.020766816,880,0.005853555,931,0.006192795,340,0.002261601,165,0.001097542,499,0.003319232,267,0.001776022,253,0.001682897,469,0.003119679,150,0.000997765,72,0.000478927,440,0.002926777,501,0.003332535,696,0.00462963,933,0.006206098,0,0,0,0,"2,066",0.01374255,"1,386",0.009219349,0,0,101,0.000671828,0,0,0,0,0,0,770,0.00512186,"9,857",0.065566464,"73,584",0.489463602
North Sydney,NSW,LP,9.27,"158,275","1,259",0.00795451,624,0.003942505,157,0.000991944,264,0.001667983,148,0.000935081,587,0.003708735,465,0.002937924,"3,138",0.019826252,"1,833",0.011581109,153,0.000966672,7,4.42268E-05,"2,953",0.0186574,326,0.002059706,264,0.001667983,222,0.001402622,747,0.004719634,705,0.004454273,51,0.000322224,"2,044",0.012914232,140,0.000884536,125,0.000789765,68,0.000429632,0,0,"1,715",0.010835571,"1,492",0.009426631,0,0,110,0.000694993,101,0.00063813,0,0,0,0,270,0.001705892,0,0,458,0.002893698,"2,043",0.012907913,"3,029",0.019137577,415,0.002622019,358,0.002261886,48,0.00030327,102,0.000644448,324,0.00204707,102,0.000644448,"1,084",0.006848839,80,0.000505449,306,0.001933344,693,0.004378455,"4,757",0.030055284,0,0,0,0,"3,224",0.02036961,"6,111",0.038610014,"11,263",0.071160954,"3,502",0.022126046,453,0.002862107,"1,600",0.010108988,"3,411",0.021551098,301,0.001901753,607,0.003835097,473,0.002988469,"1,188",0.007505923,"1,185",0.007486969,"1,528",0.009654083,"4,368",0.027597536,111,0.000701311,279,0.001762755,"1,484",0.009376086,247,0.001560575,"2,294",0.014493761,424,0.002678882,83,0.000524404,173,0.001093034,809,0.005111357,575,0.003632917,"1,542",0.009742537,"2,576",0.01627547,0,0,0,0,"1,450",0.00916127,898,0.005673669,0,0,66,0.000416996,0,0,0,0,0,0,"1,395",0.008813773,"9,643",0.060925604,"59,489",0.375858474
Page,NSW,NP,9.45,"154,717",336,0.002171707,24,0.000155122,0,0,21,0.000135732,23,0.000148659,180,0.001163414,119,0.000769146,599,0.003871585,47,0.00030378,0,0,0,0,"1,598",0.010328535,768,0.004963902,248,0.001602927,"1,924",0.012435608,"2,297",0.014846462,221,0.001428414,89,0.000575244,"2,063",0.013334023,88,0.00056878,191,0.001234512,70,0.000452439,0,0,116,0.000749756,"4,399",0.028432558,3,1.93902E-05,688,0.004446829,"1,052",0.006799511,31,0.000200366,13,8.40244E-05,355,0.002294512,14,9.04878E-05,322,0.002081219,282,0.001822683,"4,758",0.030752923,121,0.000782073,154,0.000995366,9,5.81707E-05,156,0.001008293,204,0.001318536,23,0.000148659,461,0.002979634,81,0.000523537,214,0.001383171,362,0.002339756,"5,983",0.038670605,0,0,85,0.00054939,115,0.000743293,"1,447",0.00935256,"4,748",0.030688289,"1,264",0.008169755,137,0.000885488,"1,866",0.01206073,411,0.002656463,104,0.000672195,272,0.001758049,13,8.40244E-05,238,0.001538292,"4,227",0.02732085,335,0.002165244,360,0.002326829,394,0.002546585,70,0.000452439,182,0.001176341,133,0.000859634,66,0.000426585,204,0.001318536,97,0.000626951,103,0.000665732,252,0.00162878,450,0.002908536,328,0.00212,504,0.003257561,0,0,0,0,"2,367",0.015298901,"1,392",0.008997072,0,0,125,0.000807927,0,0,0,0,0,0,744,0.00480878,"14,461",0.093467428,"84,027",0.543101275
Parkes,NSW,NP,16.91,"149,386",150,0.00100411,16,0.000107105,7,4.68585E-05,9,6.02466E-05,30,0.000200822,35,0.000234292,53,0.000354786,323,0.002162184,14,9.37169E-05,7,4.68585E-05,0,0,"1,665",0.011145623,333,0.002229125,422,0.002824897,"1,967",0.013167231,"2,450",0.016400466,117,0.000783206,35,0.000234292,"1,588",0.01063018,71,0.000475279,4,2.67763E-05,41,0.000274457,0,0,35,0.000234292,"2,890",0.019345856,0,0,"2,893",0.019365938,369,0.002470111,6,4.01644E-05,0,0,124,0.000830064,28,0.000187434,232,0.001553024,187,0.001251791,"3,775",0.025270106,75,0.000502055,120,0.000803288,6,4.01644E-05,174,0.001164768,240,0.001606576,23,0.000153964,323,0.002162184,5,3.34703E-05,162,0.001084439,198,0.001325425,"4,876",0.032640274,0,0,109,0.000729653,120,0.000803288,"1,266",0.00847469,"4,231",0.028322601,848,0.005676569,38,0.000254375,"1,129",0.007557602,310,0.002075161,64,0.00042842,53,0.000354786,15,0.000100411,78,0.000522137,"3,145",0.021052843,127,0.000850147,200,0.001338814,439,0.002938696,32,0.00021421,26,0.000174046,140,0.000937169,93,0.000622548,179,0.001198238,69,0.000461891,11,7.36347E-05,17,0.000113799,108,0.000722959,64,0.00042842,120,0.000803288,0,0,0,0,"1,655",0.011078682,"1,268",0.008488078,0,0,83,0.000555608,0,0,8,5.35525E-05,0,0,408,0.00273118,"17,137",0.114716238,"88,238",0.590671147
Parramatta,NSW,ALP,3.50,"182,933","1,068",0.005838203,441,0.002410719,117,0.000639578,375,0.002049931,41,0.000224126,453,0.002476316,679,0.003711741,"5,372",0.029365943,"3,193",0.017454478,246,0.001344755,3,1.63994E-05,"3,299",0.018033925,718,0.003924934,336,0.001836738,838,0.004580912,"1,977",0.010807235,797,0.004356786,79,0.000431852,"4,295",0.023478541,64,0.000349855,70,0.000382654,104,0.000568514,0,0,598,0.003268956,"2,702",0.014770435,0,0,136,0.000743442,194,0.001060498,9,4.91983E-05,0,0,98,0.000535715,3,1.63994E-05,398,0.00217566,"1,062",0.005805404,"3,440",0.018804699,373,0.002038998,405,0.002213925,21,0.000114796,29,0.000158528,196,0.001071431,73,0.000399053,499,0.002727775,55,0.000300657,121,0.000661444,389,0.002126462,"4,104",0.022434443,0,0,16,8.74637E-05,"2,452",0.013403815,"7,494",0.040965818,"8,670",0.047394401,"1,737",0.00949528,256,0.001399419,"1,114",0.006089661,"1,712",0.009358618,241,0.001317422,268,0.001465017,98,0.000535715,492,0.002689509,"2,555",0.013966862,549,0.003001099,985,0.005384485,180,0.000983967,140,0.000765308,"1,091",0.005963932,345,0.001885936,708,0.003870269,195,0.001065964,189,0.001033165,76,0.000415453,197,0.001076897,252,0.001377554,725,0.0039632,841,0.004597312,0,0,0,0,"2,087",0.011408548,"1,223",0.006685508,0,0,213,0.001164361,0,0,0,0,0,0,"1,337",0.007308687,"12,630",0.069041671,"89,968",0.491808476
Paterson,NSW,ALP,5.04,"152,035",276,0.001815371,30,0.000197323,6,3.94646E-05,41,0.000269675,40,0.000263097,63,0.000414378,159,0.001045812,736,0.004840991,76,0.000499885,0,0,0,0,"2,188",0.014391423,626,0.004117473,542,0.003564969,"1,830",0.012036702,"4,674",0.030742921,161,0.001058967,92,0.000605124,"2,968",0.019521821,710,0.004669977,164,0.001078699,145,0.000953728,0,0,132,0.000868221,"3,833",0.0252113,0,0,223,0.001466768,475,0.003124281,0,0,3,1.97323E-05,125,0.000822179,6,3.94646E-05,170,0.001118164,193,0.001269445,"4,204",0.027651528,50,0.000328872,174,0.001144473,14,9.20841E-05,155,0.001019502,299,0.001966652,38,0.000249942,343,0.002256059,42,0.000276252,131,0.000861644,286,0.001881146,"4,202",0.027638373,0,0,35,0.00023021,274,0.001802217,"1,413",0.009293913,"5,686",0.037399283,"1,413",0.009293913,193,0.001269445,"1,604",0.010550202,550,0.003617588,270,0.001775907,119,0.000782715,14,9.20841E-05,215,0.001414148,"3,309",0.021764725,235,0.001545697,210,0.001381261,338,0.002223172,84,0.000552504,62,0.000407801,111,0.000730095,31,0.0002039,364,0.002394186,105,0.00069063,34,0.000223633,89,0.000585392,224,0.001473345,263,0.001729865,252,0.001657513,0,0,0,0,"2,551",0.016779031,"1,774",0.011668366,0,0,78,0.00051304,0,0,0,0,0,0,671,0.004413457,"11,306",0.074364456,"85,561",0.56277173
Reid,NSW,LP,3.18,"178,154","1,026",0.005759062,451,0.002531518,86,0.000482728,266,0.00149309,40,0.000224525,309,0.001734454,634,0.003558719,"4,041",0.022682623,"2,028",0.01138341,183,0.001027201,6,3.36787E-05,"3,180",0.017849726,629,0.003530653,272,0.001526769,621,0.003485748,"1,267",0.007111825,683,0.003833762,57,0.000319948,"3,106",0.017434355,110,0.000617443,70,0.000392918,102,0.000572538,0,0,"1,049",0.005888164,"2,506",0.014066482,0,0,84,0.000471502,145,0.000813903,3,1.68394E-05,0,0,66,0.000370466,4,2.24525E-05,469,0.002632554,"1,843",0.010344982,"2,763",0.015509054,453,0.002542744,519,0.00291321,41,0.000230138,60,0.000336787,267,0.001498703,90,0.000505181,744,0.004176162,76,0.000426597,310,0.001740068,629,0.003530653,"4,926",0.027650235,0,0,13,7.29706E-05,"2,830",0.015885133,"8,235",0.046224053,"10,062",0.056479226,"2,647",0.014857932,400,0.002245248,"1,355",0.007605779,"2,779",0.015598864,269,0.00150993,460,0.002582036,252,0.001414507,691,0.003878667,"1,693",0.009503014,900,0.005051809,"2,040",0.011450767,176,0.000987909,190,0.001066493,"1,293",0.007257766,454,0.002548357,"1,283",0.007201635,339,0.001902848,81,0.000454663,144,0.000808289,579,0.003249997,483,0.002711138,"1,324",0.007431773,"1,443",0.008099734,0,0,0,0,"2,323",0.013039281,"1,302",0.007308284,0,0,235,0.001319083,0,0,0,0,0,0,"1,303",0.007313897,"14,008",0.078628602,"78,215",0.439030277
Richmond,NSW,ALP,4.08,"148,591",369,0.002483327,18,0.000121138,5,3.36494E-05,45,0.000302845,26,0.000174977,182,0.001224839,97,0.000652799,602,0.004051389,37,0.000249006,3,2.01896E-05,0,0,"1,464",0.009852548,848,0.005706941,165,0.001110431,"1,360",0.00915264,"1,807",0.012160898,228,0.001534413,73,0.000491281,"2,241",0.015081667,182,0.001224839,229,0.001541143,58,0.000390333,0,0,438,0.002947689,"5,248",0.035318424,3,2.01896E-05,280,0.001884367,924,0.006218412,0,0,0,0,350,0.002355459,17,0.000114408,493,0.003317832,473,0.003183235,"4,357",0.029322099,116,0.000780666,192,0.001292137,9,6.05689E-05,151,0.001016212,237,0.001594982,41,0.000275925,891,0.005996325,261,0.001756499,361,0.002429488,548,0.003687976,"6,357",0.042781864,0,0,67,0.000450902,204,0.001372896,"1,457",0.009805439,"4,658",0.031347794,"1,481",0.009966956,375,0.002523706,"1,574",0.010592835,519,0.003492809,83,0.00055858,298,0.002005505,58,0.000390333,313,0.002106453,"3,382",0.022760463,491,0.003304372,536,0.003607217,313,0.002106453,99,0.000666258,197,0.001325787,170,0.00114408,139,0.000935454,608,0.004091769,97,0.000652799,175,0.001177729,293,0.001971856,553,0.003721625,674,0.004535941,828,0.005572343,0,0,0,0,"2,618",0.017618833,"1,887",0.012699289,0,0,147,0.000989293,0,0,0,0,0,0,779,0.005242579,"14,806",0.099642643,"74,781",0.503267358
Riverina,NSW,NP,19.48,"151,567",239,0.00157686,11,7.25752E-05,0,0,23,0.000151748,7,4.61842E-05,93,0.00061359,166,0.001095225,495,0.003265882,29,0.000191335,0,0,4,2.6391E-05,"1,688",0.011136989,435,0.002870018,324,0.002137668,"1,990",0.013129507,"2,331",0.015379337,104,0.000686165,33,0.000217725,"1,784",0.011770372,238,0.001570263,7,4.61842E-05,95,0.000626786,0,0,93,0.00061359,"3,576",0.023593526,0,0,"3,143",0.020736704,503,0.003318664,0,0,0,0,115,0.00075874,10,6.59774E-05,202,0.001332744,310,0.0020453,"4,383",0.028917904,108,0.000712556,145,0.000956673,18,0.000118759,234,0.001543872,126,0.000831316,56,0.000369474,345,0.002276221,6,3.95865E-05,102,0.00067297,304,0.002005714,"5,347",0.035278128,0,0,81,0.000534417,119,0.000785131,"1,300",0.008577065,"4,769",0.031464633,"1,043",0.006881445,65,0.000428853,"1,727",0.011394301,410,0.002705074,161,0.001062237,68,0.000448646,6,3.95865E-05,152,0.001002857,"3,274",0.021601008,212,0.001398721,206,0.001359135,417,0.002751259,56,0.000369474,86,0.000567406,169,0.001115018,75,0.000494831,231,0.001524078,48,0.000316692,23,0.000151748,73,0.000481635,139,0.000917086,167,0.001101823,249,0.001642838,0,0,0,0,"2,033",0.01341321,"1,406",0.009276426,0,0,108,0.000712556,0,0,0,0,0,0,543,0.003582574,"14,183",0.093575778,"86,635",0.5715954
Robertson,NSW,LP,4.24,"139,371",303,0.002174053,53,0.00038028,28,0.000200903,55,0.00039463,49,0.00035158,196,0.001406318,196,0.001406318,"1,085",0.007784977,285,0.002044902,3,2.15253E-05,3,2.15253E-05,"1,557",0.011171621,"1,006",0.007218144,167,0.001198241,"1,422",0.010202983,"1,912",0.013718779,225,0.001614396,60,0.000430506,"2,627",0.018848971,97,0.000695984,247,0.001772248,123,0.000882537,0,0,332,0.002382131,"4,556",0.032689727,0,0,186,0.001334567,704,0.005051266,0,0,0,0,190,0.001363268,3,2.15253E-05,266,0.001908575,610,0.004376807,"4,043",0.029008904,144,0.001033214,177,0.001269992,18,0.000129152,81,0.000581183,214,0.00153547,87,0.000624233,692,0.004965165,35,0.000251128,279,0.002001851,438,0.003142691,"5,532",0.039692619,0,0,26,0.000186552,328,0.002353431,"2,008",0.014407588,"5,647",0.040517755,"1,686",0.012097208,274,0.001965976,"2,135",0.015318825,804,0.005768775,164,0.001176715,249,0.001786598,37,0.000265478,300,0.002152528,"3,032",0.021754884,523,0.003752574,455,0.003264668,447,0.003207267,92,0.000660109,306,0.002195579,244,0.001750723,198,0.001420669,553,0.003967827,119,0.000853836,78,0.000559657,294,0.002109478,440,0.003157041,670,0.004807313,800,0.005740075,0,0,0,0,"1,907",0.013682904,"1,831",0.013137597,0,0,64,0.000459206,0,0,0,0,0,0,619,0.004441383,"9,935",0.071284557,"71,044",0.509747365
Shortland,NSW,ALP,4.45,"141,408",294,0.00207909,68,0.000480878,0,0,119,0.000841537,50,0.000353587,100,0.000707174,207,0.001463849,683,0.004829995,75,0.00053038,0,0,0,0,"1,868",0.013210002,680,0.00480878,539,0.003811666,"1,380",0.009758995,"3,803",0.026893811,286,0.002022516,93,0.000657671,"3,500",0.024751075,93,0.000657671,235,0.001661858,93,0.000657671,0,0,207,0.001463849,"5,003",0.035379894,0,0,95,0.000671815,449,0.003175209,0,0,0,0,186,0.001315343,15,0.000106076,235,0.001661858,458,0.003238855,"3,955",0.027968715,112,0.000792034,202,0.001428491,23,0.00016265,100,0.000707174,369,0.00260947,91,0.000643528,662,0.004681489,22,0.000155578,227,0.001605284,358,0.002531681,"5,414",0.038286377,0,0,69,0.00048795,371,0.002623614,"1,588",0.011229916,"5,340",0.037763069,"1,218",0.008613374,162,0.001145621,"1,888",0.013351437,716,0.005063363,179,0.001265841,152,0.001074904,13,9.19326E-05,166,0.001173908,"2,989",0.021137418,397,0.002807479,305,0.002156879,427,0.003019631,73,0.000516237,139,0.000982971,130,0.000919326,87,0.000615241,331,0.002340745,74,0.000523308,19,0.000134363,128,0.000905182,249,0.001760862,328,0.002319529,350,0.002475107,0,0,0,0,"1,931",0.013655522,"1,638",0.011583503,0,0,89,0.000629384,0,0,0,0,0,0,543,0.003839952,"8,547",0.060442125,"75,843",0.53634165
Sydney,NSW,ALP,18.67,"196,125","1,536",0.00783174,659,0.003360102,181,0.000922881,266,0.001356278,104,0.000530274,839,0.004277884,771,0.003931166,"3,532",0.018008923,"2,083",0.010620778,195,0.000994264,6,3.05927E-05,"3,197",0.016300829,423,0.002156788,363,0.00185086,193,0.000984066,929,0.004736775,774,0.003946463,41,0.00020905,"2,424",0.012359465,240,0.001223709,77,0.000392607,162,0.000826004,0,0,"2,755",0.014047164,"1,673",0.008530274,0,0,129,0.000657744,126,0.000642447,5,2.54939E-05,0,0,215,0.00109624,0,0,513,0.002615679,"1,842",0.009391969,"2,307",0.011762906,299,0.001524538,257,0.001310389,32,0.000163161,95,0.000484385,433,0.002207776,81,0.000413002,678,0.003456979,48,0.000244742,336,0.001713193,704,0.003589547,"3,725",0.018992989,4,2.03952E-05,8,4.07903E-05,"3,632",0.018518802,"6,299",0.032117272,"14,536",0.074115997,"4,291",0.021878904,842,0.00429318,593,0.003023582,"3,724",0.01898789,295,0.001504143,958,0.00488464,"1,025",0.005226259,"2,006",0.010228171,"1,524",0.007770554,"1,779",0.009070746,"4,963",0.02530529,198,0.00100956,290,0.001478649,"2,334",0.011900574,365,0.001861058,"2,436",0.01242065,489,0.002493308,189,0.000963671,552,0.002814532,"1,635",0.00833652,"1,260",0.006424474,"3,334",0.016999363,"5,090",0.025952836,0,0,0,0,"3,402",0.01734608,"1,431",0.007296367,0,0,497,0.002534098,0,0,0,0,0,0,"2,098",0.010697259,"25,896",0.132038241,"61,261",0.312356915
Warringah,NSW,IND,7.24,"143,535","1,018",0.007092347,407,0.002835545,67,0.000466785,140,0.000975372,158,0.001100777,467,0.003253562,259,0.001804438,"1,724",0.012011008,813,0.005664124,61,0.000424983,0,0,"2,168",0.01510433,487,0.003392901,185,0.001288884,428,0.002981851,803,0.005594454,460,0.003204793,72,0.00050162,"1,845",0.012854008,154,0.001072909,197,0.001372488,51,0.000355314,0,0,"1,434",0.009990595,"2,827",0.019695545,0,0,142,0.000989306,293,0.002041314,5,3.48347E-05,3,2.09008E-05,217,0.001511826,0,0,242,0.001686,"1,054",0.007343157,"2,506",0.017459156,236,0.001644198,221,0.001539694,15,0.000104504,65,0.000452851,210,0.001463058,66,0.000459818,"1,007",0.00701571,50,0.000348347,426,0.002967917,580,0.004040826,"4,785",0.033336817,0,0,14,9.75372E-05,"2,076",0.014463371,"4,277",0.02979761,"9,816",0.068387501,"3,597",0.02506009,429,0.002988818,"1,888",0.013153586,"2,598",0.018100115,208,0.001449124,591,0.004117463,381,0.002654405,"1,108",0.007719372,"1,301",0.009063991,"1,422",0.009906991,"3,158",0.022001602,193,0.00134462,186,0.001295851,"1,081",0.007531264,133,0.000926603,"1,891",0.013174487,579,0.004033859,84,0.000585223,182,0.001267983,457,0.003183892,612,0.004263768,"1,633",0.011377016,"2,204",0.01535514,0,0,0,0,"1,465",0.01020657,"1,075",0.007489463,0,0,47,0.000327446,0,0,0,0,0,0,"1,218",0.008485735,"9,114",0.063496708,"58,897",0.410331975
Watson,NSW,ALP,13.52,"171,745",482,0.002806486,236,0.00137413,48,0.000279484,144,0.000838452,24,0.000139742,216,0.001257679,400,0.002329034,"2,626",0.01529011,837,0.004873504,139,0.000809339,3,1.74678E-05,"2,048",0.011924656,672,0.003912778,133,0.000774404,968,0.005636263,"1,296",0.007546071,307,0.001787534,22,0.000128097,"2,362",0.013752948,66,0.000384291,35,0.000203791,39,0.000227081,0,0,426,0.002480422,"2,834",0.016501208,0,0,84,0.000489097,100,0.000582259,0,0,3,1.74678E-05,60,0.000349355,4,2.32903E-05,238,0.001385775,549,0.0031966,"2,252",0.013112463,247,0.001438179,205,0.00119363,15,8.73388E-05,18,0.000104807,110,0.000640484,38,0.000221258,339,0.001973857,30,0.000174678,81,0.000471629,312,0.001816647,"4,014",0.023371859,5,2.91129E-05,20,0.000116452,"1,246",0.007254942,"5,325",0.031005269,"6,543",0.038097179,"1,513",0.008809572,449,0.002614341,"1,059",0.006166118,"1,042",0.006067134,172,0.001001485,264,0.001537163,103,0.000599726,506,0.002946228,"2,629",0.015307578,461,0.002684212,844,0.004914262,121,0.000704533,120,0.00069871,807,0.004698827,301,0.001752598,564,0.003283938,181,0.001053888,176,0.001024775,75,0.000436694,294,0.00171184,314,0.001828292,692,0.004029229,695,0.004046697,0,0,0,0,"1,984",0.01155201,"1,476",0.008594137,0,0,241,0.001403243,0,0,6,3.49355E-05,3,1.74678E-05,"1,075",0.00625928,"11,306",0.065830155,"100,614",0.585833649
Wentworth,NSW,LP,1.31,"142,484",882,0.006190169,325,0.002280958,84,0.00058954,96,0.00067376,72,0.00050532,441,0.003095084,257,0.001803711,"1,095",0.007685073,558,0.003916229,37,0.000259678,0,0,"1,831",0.012850566,322,0.002259903,120,0.0008422,181,0.001270318,486,0.003410909,254,0.001782656,29,0.000203532,"1,264",0.008871171,111,0.000779035,41,0.000287752,56,0.000393027,0,0,"2,109",0.014801662,"2,019",0.014170012,0,0,138,0.00096853,156,0.00109486,0,0,0,0,141,0.000989585,0,0,364,0.002554673,"2,229",0.015643862,"1,754",0.012310154,338,0.002372196,397,0.002786278,45,0.000315825,77,0.000540412,210,0.00147385,40,0.000280733,"1,000",0.007018332,89,0.000624632,296,0.002077426,573,0.004021504,"4,019",0.028206676,0,0,4,2.80733E-05,"2,809",0.019714494,"3,420",0.024002695,"9,151",0.064224755,"4,108",0.028831307,420,0.002947699,"1,032",0.007242919,"2,539",0.017819545,230,0.001614216,752,0.005277786,581,0.004077651,"1,528",0.010724011,"1,243",0.008723787,"1,739",0.012204879,"5,241",0.036783077,65,0.000456192,161,0.001129951,"1,270",0.008913281,159,0.001115915,"2,093",0.014689369,575,0.004035541,101,0.000708852,413,0.002898571,"1,027",0.007207827,919,0.006449847,"2,322",0.016296567,"3,485",0.024458887,0,0,0,0,"1,391",0.0097625,"1,210",0.008492182,0,0,60,0.0004211,0,0,0,0,0,0,"1,587",0.011138093,"14,619",0.102600994,"50,408",0.353780074
Werriwa,NSW,ALP,5.47,"167,821",393,0.002341781,120,0.000715048,20,0.000119175,100,0.000595873,9,5.36286E-05,135,0.000804429,386,0.00230007,"2,070",0.012334571,446,0.002657594,52,0.000309854,4,2.38349E-05,"1,957",0.011661234,947,0.005642917,108,0.000643543,"1,587",0.009456504,"2,126",0.01266826,252,0.0015016,12,7.15048E-05,"2,482",0.014789567,108,0.000643543,12,7.15048E-05,49,0.000291978,0,0,245,0.001459889,"3,065",0.018263507,0,0,109,0.000649502,91,0.000542244,0,0,0,0,15,8.93809E-05,12,7.15048E-05,219,0.001304962,294,0.001751867,"2,615",0.015582079,148,0.000881892,167,0.000995108,29,0.000172803,46,0.000274102,112,0.000667378,40,0.000238349,179,0.001066613,4,2.38349E-05,97,0.000577997,225,0.001340714,"3,643",0.021707653,0,0,80,0.000476698,696,0.004147276,"3,453",0.020575494,"5,549",0.033064992,"1,297",0.007728473,360,0.002145143,"1,257",0.007490123,775,0.004618016,397,0.002365616,175,0.001042778,34,0.000202597,158,0.000941479,"2,996",0.017852355,234,0.001394343,453,0.002699305,242,0.001442013,67,0.000399235,395,0.002353698,104,0.000619708,241,0.001436054,201,0.001197705,138,0.000822305,24,0.00014301,89,0.000530327,122,0.000726965,484,0.002884025,358,0.002133225,0,0,0,0,"1,520",0.009057269,"1,639",0.009766358,0,0,138,0.000822305,0,0,9,5.36286E-05,0,0,867,0.005166219,"11,096",0.066118066,"104,667",0.623682376
