Electorate,State,Party,Margin,Total,"Natural and Physical Sciences, nfd",% Natural & Physical Sciences,Mathematical Sciences,%Mathematical Sciences,Physics and Astronomy,% Physics & Astronomy,Chemical Sciences,% Chemical Sciences,Earth Sciences,% Earth Sciences,Biological Sciences,% Biological Sciences,Other Natural and Physical Sciences,% Other Sciences,"Information Technology, nfd",% IT,Computer Science,% Computer Science,Information Systems,% Information Systems,Other Information Technology,% Other IT,"Engineering and Related Technologies, nfd",% Engineering,Manufacturing Engineering and Technology,% Manufacturing Engineering,Process and Resources Engineering,% Process and Resources Eng.,Automotive Engineering and Technology,% Automotive Engineering,Mechanical and Industrial Engineering and Technology,% Mechanical and Industrial Eng.,Civil Engineering,% Civil Eng.,Geomatic Engineering,% Geomatic Eng.,Electrical and Electronic Engineering and Technology,% Electrical and Electronic Eng.,Aerospace Engineering and Technology,% Aerospace Eng.,Maritime Engineering and Technology,% Maritime Eng.,Other Engineering and Related Technologies,% Other Eng.,"Architecture and Building, nfd",% Architecture,Architecture and Urban Environment,% Archi & Urban,Building,% Building,"Agriculture, Environmental and Related Studies, nfd",% Agriculture & Enviro,Agriculture,% Agriculture,Horticulture and Viticulture,%Horticulture & Viticulture,Forestry Studies,% Forestry,Fisheries Studies,% Fisheries,Environmental Studies,% Environ,"Other Agriculture, Environmental and Related Studies",% Other Agri,"Health, nfd",% Health,Medical Studies,%Medical,Nursing,% Nursing,Pharmacy,%Pharmacy,Dental Studies,% Dental,Optical Science,% Optical,Veterinary Studies,% Vet,Public Health,% Public Health,Radiography,%Radiography,Rehabilitation Therapies,%Rehab,Complementary Therapies,% Comple. Med,Other Health,%Other Health,"Education, nfd",% Education,Teacher Education,% Teacher,Curriculum and Education Studies,% Curriculum,Other Education,% Other Education,"Management and Commerce, nfd",% Management & Commerce,Accounting,% Accounting,Business and Management,% Business,Sales and Marketing,% Sales & Marketing,Tourism,%Toursim,Office Studies,% Office,"Banking, Finance and Related Fields",% Banking & Finance,Other Management and Commerce,% Other Management,"Society and Culture, nfd",%Society,Political Science and Policy Studies,%Poli Sci,Studies in Human Society,% Human Society,Human Welfare Studies and Services,% Human Welfare,Behavioural Science,% Behavioural Science,Law,% Law,Justice and Law Enforcement,% Justice,"Librarianship, Information Management and Curatorial Studies",% Librarianship,Language and Literature,%Language & Lit,Philosophy and Religious Studies,% Philosophy,Economics and Econometrics,% Economics,Sport and Recreation,% Sport,Other Society and Culture,% Other Society,"Creative Arts, nfd",% Creative Arts,Performing Arts,%Performing Arts,Visual Arts and Crafts,% Visual Arts,Graphic and Design Studies,% Graphic and Design,Communication and Media Studies,% Communication and Media,Other Creative Arts,% Other Creative Arts,"Food, Hospitality and Personal Services, nfd",% Food,Food and Hospitality,% Food and Hospitality,Personal Services,% Personal Services,"Mixed Field Programmes, nfd",% Mixed Field,General Education Programmes,% General Education,Social Skills Programmes,% Social Skills,Employment Skills Programmes,% Employment Skills,Other Mixed Field Programmes,% Other Mixed Field,Field of study inadequately described,% Inadequately described,Field of study not stated,% Not stated,Not applicable,% N/A
Spence,SA,ALP,14.13,"169,376",162,0.000956452,30,0.000177121,9,5.31362E-05,18,0.000106272,28,0.000165313,51,0.000301105,142,0.000838371,880,0.005195541,146,0.000861988,0,0,7,4.13282E-05,1513,0.008932789,1192,0.007037597,179,0.00105682,1854,0.010946061,3120,0.018420555,116,0.000684867,3,1.77121E-05,2366,0.013968921,300,0.001771207,20,0.00011808,97,0.00057269,0,0,88,0.000519554,2942,0.017369639,0,0,173,0.001021396,601,0.003548319,0,0,10,5.90402E-05,61,0.000360145,4,2.36161E-05,219,0.001292981,53,0.000312913,3283,0.019382911,44,0.000259777,141,0.000832467,0,0,174,0.0010273,292,0.001723975,9,5.31362E-05,166,0.000980068,11,6.49443E-05,81,0.000478226,134,0.000791139,2725,0.016088466,0,0,51,0.000301105,183,0.001080436,1047,0.006181513,4862,0.028705366,1568,0.00925751,52,0.000307009,624,0.003684111,419,0.002473786,418,0.002467882,57,0.000336529,52,0.000307009,156,0.000921028,5946,0.035105328,99,0.000584498,102,0.00060221,305,0.001800727,43,0.000253873,205,0.001210325,123,0.000726195,22,0.000129889,425,0.00250921,322,0.001901096,15,8.85604E-05,67,0.00039557,114,0.000673059,133,0.000785235,251,0.00148191,0,0,0,0,2342,0.013827225,1674,0.009883336,3,1.77121E-05,104,0.000614019,0,0,7,4.13282E-05,0,0,554,0.003270829,12163,0.071810646,108848,0.642641224
Sturt,SA,LP,6.87,"170,662",958,0.005613435,236,0.00138285,116,0.000679706,275,0.001611372,252,0.001476603,649,0.003802838,560,0.00328134,1755,0.010283484,811,0.004752083,15,8.7893E-05,6,3.51572E-05,2592,0.015187915,952,0.005578278,413,0.002419988,1087,0.006369315,1916,0.011226869,474,0.00277742,97,0.000568375,2666,0.015621521,160,0.000937526,20,0.000117191,71,0.000416027,0,0,1195,0.007002145,2894,0.016957495,0,0,285,0.001669968,286,0.001675827,0,0,0,0,194,0.00113675,8,4.68763E-05,626,0.003668069,2292,0.013430055,4933,0.028905087,534,0.003128992,672,0.003937608,30,0.000175786,113,0.000662127,466,0.002730543,126,0.000738301,1099,0.006439629,25,0.000146488,280,0.00164067,918,0.005379053,6809,0.039897575,3,1.75786E-05,12,7.03144E-05,1346,0.007886934,4152,0.02432879,7459,0.043706273,2316,0.013570684,265,0.001552777,769,0.004505983,1416,0.008297102,132,0.000773459,394,0.002308657,240,0.001406288,800,0.004687628,3008,0.017625482,1020,0.005976726,1883,0.011033505,230,0.001347693,260,0.001523479,913,0.005349756,263,0.001541058,788,0.004617314,393,0.002302797,111,0.000650408,149,0.000873071,476,0.002789139,425,0.002490302,823,0.004822397,1140,0.00667987,0,0,0,0,1835,0.010752247,1797,0.010529585,0,0,107,0.00062697,0,0,0,0,0,0,1204,0.00705488,8529,0.049975976,83573,0.489698937
Bass,TAS,LP,0.41,"99,695",215,0.002156578,10,0.000100306,3,3.00918E-05,25,0.000250765,18,0.000180551,95,0.000952906,171,0.001715231,588,0.005897989,17,0.00017052,0,0,0,0,991,0.009940318,604,0.006058478,131,0.001314008,948,0.009509002,1712,0.017172376,123,0.001233763,24,0.000240734,1307,0.013109985,27,0.000270826,282,0.002828627,54,0.000541652,0,0,353,0.003540799,2404,0.024113546,0,0,479,0.004804654,394,0.003952054,58,0.000581774,30,0.000300918,56,0.000561713,0,0,169,0.00169517,436,0.004373339,2764,0.02772456,117,0.001173579,170,0.001705201,10,0.000100306,73,0.000732233,128,0.001283916,51,0.00051156,308,0.003089423,0,0,86,0.000862631,345,0.003460555,3495,0.035056924,0,0,98,0.000982998,172,0.001725262,898,0.009007473,2833,0.028416671,718,0.007201966,90,0.000902753,589,0.005908019,337,0.00338031,119,0.001193641,96,0.000962937,38,0.000381163,241,0.002417373,2761,0.027694468,153,0.001534681,162,0.001624956,35,0.000351071,150,0.001504589,169,0.00169517,123,0.001233763,59,0.000591805,146,0.001464467,36,0.000361101,76,0.000762325,152,0.00152465,295,0.002959025,200,0.002006119,208,0.002086363,0,0,0,0,1757,0.017623752,928,0.009308391,0,0,61,0.000611866,0,0,0,0,0,0,433,0.004343247,8393,0.08418677,56199,0.563709313
Braddon,TAS,LP,3.09,"99,912",92,0.00092081,3,3.00264E-05,0,0,13,0.000130115,18,0.000180159,43,0.000430379,75,0.000750661,410,0.004103611,4,4.00352E-05,3,3.00264E-05,0,0,1009,0.010098887,394,0.00394347,334,0.003342942,1209,0.012100649,2416,0.02418128,53,0.000530467,10,0.000100088,1403,0.014042357,22,0.000220194,133,0.001331171,73,0.000730643,0,0,28,0.000280247,2778,0.027804468,0,0,645,0.006455681,345,0.003453039,20,0.000200176,19,0.000190167,29,0.000290255,0,0,108,0.001080951,204,0.002041797,2288,0.022900152,68,0.000680599,121,0.001211066,5,5.0044E-05,51,0.000510449,119,0.001191048,21,0.000210185,240,0.002402114,10,0.000100088,78,0.000780687,236,0.002362079,3085,0.030877172,0,0,174,0.001741533,110,0.001100969,674,0.006745936,2704,0.027063816,708,0.007086236,84,0.00084074,608,0.006085355,188,0.001881656,108,0.001080951,27,0.000270238,0,0,64,0.000640564,3150,0.031527744,95,0.000950837,68,0.000680599,53,0.000530467,82,0.000820722,25,0.00025022,89,0.000890784,30,0.000300264,126,0.00126111,35,0.000350308,43,0.000430379,20,0.000200176,141,0.001411242,94,0.000940828,88,0.000880775,0,0,0,0,1852,0.018536312,890,0.008907839,0,0,56,0.000560493,0,0,0,0,0,0,386,0.0038634,8174,0.081811995,59034,0.590859957
Clark,TAS,IND,22.12,"100,349",761,0.007583533,148,0.001474853,80,0.000797218,110,0.001096174,244,0.002431514,695,0.006925829,220,0.002192349,1086,0.01082223,158,0.001574505,71,0.000707531,0,0,1059,0.010553169,455,0.004534176,48,0.000478331,607,0.006048889,962,0.009586543,108,0.001076244,114,0.001136035,1307,0.013024544,27,0.000269061,143,0.001425027,70,0.000697565,0,0,490,0.004882958,2013,0.020059991,0,0,166,0.001654227,292,0.002909845,10,9.96522E-05,33,0.000328852,257,0.002561062,0,0,234,0.002331862,992,0.0098855,2488,0.024793471,239,0.002381688,193,0.001923288,10,9.96522E-05,43,0.000428505,201,0.002003009,46,0.0004584,458,0.004564071,18,0.000179374,113,0.00112607,549,0.005470907,3426,0.034140848,0,0,60,0.000597913,471,0.004693619,1380,0.013752006,3810,0.037967493,860,0.00857009,176,0.001753879,561,0.005590489,513,0.005112159,99,0.000986557,354,0.003527688,264,0.002630818,750,0.007473916,2452,0.024434723,453,0.004514245,914,0.009108212,122,0.001215757,322,0.003208801,523,0.005211811,156,0.001554575,356,0.003547619,190,0.001893392,101,0.001006487,133,0.001325374,437,0.004354802,724,0.00721482,296,0.002949706,431,0.00429501,0,0,0,0,1663,0.016572163,822,0.008191412,0,0,113,0.00112607,0,0,0,0,0,0,773,0.007703116,7202,0.071769524,50598,0.504220271
Franklin,TAS,ALP,12.21,"96,161",501,0.005210012,50,0.000519961,31,0.000322376,109,0.001133516,123,0.001279105,367,0.003816516,135,0.001403896,724,0.00752904,101,0.001050322,18,0.000187186,0,0,1096,0.011397552,477,0.004960431,52,0.00054076,862,0.008964133,1201,0.012489471,141,0.001466291,108,0.001123116,1666,0.017325111,43,0.000447167,227,0.002360624,87,0.000904733,0,0,245,0.00254781,2972,0.030906501,0,0,195,0.002027849,411,0.004274082,26,0.00027038,139,0.001445492,180,0.001871861,0,0,186,0.001934256,276,0.002870186,2632,0.027370764,165,0.001715872,205,0.002131841,6,6.23954E-05,57,0.000592756,161,0.001674275,23,0.000239182,311,0.003234159,0,0,139,0.001445492,458,0.004762846,3757,0.039069893,0,0,64,0.00066555,246,0.00255821,1097,0.011407951,3600,0.037437215,822,0.008548164,222,0.002308628,822,0.008548164,507,0.005272408,67,0.000696748,197,0.002048648,98,0.001019124,330,0.003431745,2432,0.025290918,344,0.003577334,404,0.004201287,154,0.001601481,262,0.002724597,225,0.002339826,138,0.001435093,138,0.001435093,179,0.001861462,57,0.000592756,88,0.000915132,203,0.002111043,367,0.003816516,205,0.002131841,311,0.003234159,0,0,0,0,1454,0.015120475,918,0.00954649,0,0,44,0.000457566,0,0,0,0,0,0,539,0.005605183,6604,0.06867649,50811,0.528395087
Lyons,TAS,ALP,5.18,"98,870",164,0.001658744,9,9.10286E-05,3,3.03429E-05,25,0.000252857,34,0.000343886,72,0.000728229,44,0.000445029,356,0.003600688,17,0.000171943,3,3.03429E-05,0,0,1005,0.010164863,521,0.005269546,112,0.001132801,1191,0.012046121,1895,0.019166582,56,0.0005664,16,0.000161829,1416,0.014321837,54,0.000546172,153,0.001547487,88,0.000890058,0,0,90,0.000910286,2878,0.029108931,0,0,910,0.009204005,500,0.005057146,40,0.000404572,39,0.000394457,68,0.000687772,4,4.04572E-05,88,0.000890058,79,0.000799029,2174,0.02198847,38,0.000384343,121,0.001223829,0,0,69,0.000697886,153,0.001547487,6,6.06857E-05,144,0.001456458,3,3.03429E-05,64,0.000647315,132,0.001335086,2417,0.024446243,0,0,111,0.001122686,81,0.000819258,578,0.00584606,2836,0.028684131,730,0.007383433,101,0.001021543,531,0.005370689,210,0.002124001,67,0.000677658,70,0.000708,35,0.000354,149,0.001507029,2816,0.028481845,66,0.000667543,77,0.0007788,107,0.001082229,98,0.000991201,36,0.000364114,73,0.000738343,23,0.000232629,85,0.000859715,57,0.000576515,52,0.000525943,56,0.0005664,202,0.002043087,100,0.001011429,104,0.001051886,0,0,0,0,1825,0.018458582,884,0.008941034,0,0,98,0.000991201,0,0,0,0,0,0,377,0.003813088,8820,0.089208051,58976,0.596500455
Aston,VIC,LP,10.13,"150,990",786,0.005205643,136,0.000900722,20,0.000132459,262,0.001735214,37,0.000245049,307,0.002033247,369,0.00244387,2376,0.015736141,712,0.004715544,150,0.000993443,0,0,2573,0.017040864,1549,0.010258958,240,0.001589509,1554,0.010292072,2171,0.014378436,314,0.002079608,36,0.000238426,3349,0.022180277,63,0.000417246,31,0.000205312,76,0.000503345,0,0,371,0.002457116,4291,0.028419101,0,0,102,0.000675541,485,0.003212133,0,0,0,0,95,0.000629181,0,0,360,0.002384264,252,0.001668985,3396,0.022491556,173,0.001145771,246,0.001629247,10,6.62296E-05,37,0.000245049,279,0.001847804,35,0.000231803,635,0.004205577,19,0.000125836,235,0.001556394,518,0.003430691,4836,0.032028611,0,0,80,0.000529836,1152,0.007629644,3713,0.024591033,5970,0.039539042,1624,0.010755679,201,0.001331214,1059,0.00701371,1043,0.006907742,293,0.001940526,192,0.001271607,32,0.000211935,153,0.001013312,3536,0.023418769,521,0.00345056,363,0.002404133,334,0.002212067,134,0.000887476,370,0.002450493,255,0.001688854,275,0.001821313,588,0.003894298,120,0.000794755,61,0.000404,271,0.001794821,268,0.001774952,555,0.00367574,823,0.005450692,0,0,0,0,2015,0.013345255,1899,0.012576992,0,0,54,0.00035764,0,0,0,0,0,0,906,0.006000397,7717,0.051109345,78546,0.520206636
Ballarat,VIC,ALP,10.98,"145,116",342,0.002356735,51,0.000351443,18,0.000124039,54,0.000372116,47,0.000323879,138,0.000950963,203,0.001398881,1150,0.007924695,108,0.000744232,20,0.000137821,0,0,1593,0.010977425,710,0.004892638,200,0.001378208,1404,0.009675019,2352,0.016207723,213,0.001467791,22,0.000151603,1809,0.012465889,87,0.00059952,6,4.13462E-05,83,0.000571956,0,0,231,0.00159183,4100,0.028253259,0,0,819,0.005643761,474,0.003266352,17,0.000117148,0,0,207,0.001426445,0,0,338,0.002329171,461,0.003176769,4528,0.031202624,128,0.000882053,221,0.00152292,4,2.75642E-05,50,0.000344552,334,0.002301607,62,0.000427244,630,0.004341355,14,9.64745E-05,317,0.002184459,818,0.00563687,5882,0.040533091,0,0,119,0.000820034,305,0.002101767,1420,0.009785275,5163,0.035578434,1112,0.007662835,152,0.001047438,543,0.003741834,439,0.003025166,232,0.001598721,155,0.001068111,69,0.000475482,293,0.002019074,4190,0.028873453,582,0.004010585,262,0.001805452,243,0.001674522,199,0.001371317,197,0.001357535,157,0.001081893,77,0.00053061,441,0.003038948,129,0.000888944,91,0.000627085,276,0.001901927,555,0.003824527,393,0.002708178,606,0.00417597,0,0,0,0,2316,0.015959646,1392,0.009592326,0,0,71,0.000489264,0,0,3,2.06731E-05,0,0,852,0.005871165,11301,0.077875631,78222,0.539030844
Bendigo,VIC,ALP,9.04,"142,741",406,0.002844312,50,0.000350285,15,0.000105085,37,0.000259211,67,0.000469382,148,0.001036843,133,0.000931758,973,0.006816542,113,0.000791644,8,5.60456E-05,3,2.10171E-05,1443,0.010109219,740,0.005184215,203,0.001422156,1448,0.010144247,2353,0.016484402,229,0.001604304,59,0.000413336,1959,0.013724158,91,0.000637518,9,6.30513E-05,137,0.00095978,0,0,360,0.00252205,3998,0.028008771,0,0,879,0.006158006,593,0.004154378,4,2.80228E-05,0,0,321,0.002248828,0,0,511,0.00357991,407,0.002851318,4581,0.032093092,143,0.001001814,236,0.001653344,25,0.000175142,83,0.000581473,407,0.002851318,52,0.000364296,776,0.00543642,34,0.000238194,267,0.001870521,776,0.00543642,6000,0.042034174,0,0,131,0.000917746,193,0.001352099,1389,0.009730911,4215,0.029529007,896,0.006277103,99,0.000693564,577,0.004042286,433,0.003033466,178,0.001247014,199,0.001394133,60,0.000420342,344,0.002409959,4311,0.030201554,421,0.002949398,259,0.001814475,239,0.001674361,129,0.000903735,212,0.001485207,242,0.001695378,88,0.000616501,438,0.003068495,184,0.001289048,99,0.000693564,219,0.001534247,497,0.003481831,460,0.00322262,541,0.003790081,0,0,0,0,2072,0.014515801,1432,0.010032156,0,0,59,0.000413336,0,0,7,4.90399E-05,0,0,958,0.006711456,12711,0.089049397,74647,0.522954162
Bruce,VIC,ALP,14.15,"174,856",631,0.003608684,80,0.000457519,33,0.000188727,150,0.000857849,22,0.000125818,182,0.001040856,451,0.002579265,2431,0.013902869,746,0.004266368,61,0.000348858,0,0,2322,0.013279499,1353,0.007737796,187,0.001069451,1786,0.010214119,2691,0.015389806,296,0.001692822,4,2.2876E-05,2739,0.015664318,31,0.000177289,42,0.000240198,47,0.000268793,0,0,261,0.001492657,3167,0.018112046,0,0,73,0.000417486,217,0.001241021,0,0,0,0,16,9.15039E-05,4,2.2876E-05,346,0.001978771,204,0.001166674,2767,0.01582445,123,0.000703436,159,0.00090932,0,0,16,9.15039E-05,157,0.000897882,19,0.000108661,202,0.001155236,13,7.43469E-05,92,0.000526147,242,0.001383996,3220,0.018415153,6,3.43139E-05,93,0.000531866,1056,0.006039255,3377,0.019313035,5335,0.03051082,1282,0.007331747,153,0.000875006,733,0.004192021,712,0.004071922,670,0.003831724,139,0.00079494,30,0.00017157,165,0.000943634,4046,0.02313904,277,0.001584161,248,0.00141831,178,0.001017981,57,0.000325983,569,0.003254106,146,0.000834973,310,0.001772887,307,0.00175573,256,0.001464062,24,0.000137256,76,0.000434643,175,0.001000824,385,0.002201812,448,0.002562108,0,0,0,0,2766,0.015818731,1771,0.010128334,0,0,182,0.001040856,0,0,0,0,0,0,1078,0.006165073,12310,0.070400787,104852,0.59964771
Calwell,VIC,ALP,18.80,"159,296",495,0.003107423,63,0.00039549,6,3.76657E-05,35,0.000219717,4,2.51105E-05,131,0.000822368,352,0.002209723,1838,0.011538268,636,0.003992567,74,0.000464544,0,0,1782,0.011186722,1081,0.006786109,110,0.000690538,1641,0.010301577,1767,0.011092557,279,0.001751456,16,0.000100442,2162,0.013572218,243,0.001525462,17,0.00010672,47,0.000295048,0,0,251,0.001575683,2961,0.018588037,0,0,78,0.000489654,210,0.001318301,0,0,0,0,8,5.0221E-05,0,0,195,0.001224136,128,0.000803536,1992,0.012505022,84,0.00052732,171,0.001073473,0,0,39,0.000244827,144,0.000903978,0,0,217,0.001362244,8,5.0221E-05,139,0.000872589,290,0.00182051,3075,0.019303686,0,0,181,0.001136249,553,0.003471525,2564,0.016095822,4731,0.029699427,931,0.005844466,237,0.001487796,643,0.004036511,525,0.003295751,570,0.003578244,145,0.000910255,37,0.000232272,166,0.001042085,3791,0.023798463,234,0.001468963,305,0.001914675,351,0.002203445,29,0.000182051,403,0.002529881,62,0.000389213,123,0.000772147,316,0.001983728,565,0.003546856,35,0.000219717,95,0.000596374,96,0.000602652,395,0.002479661,360,0.002259944,0,0,0,0,2024,0.012705906,1653,0.010376908,0,0,147,0.00092281,0,0,0,0,0,0,948,0.005951185,10580,0.066417236,100328,0.629821213
Casey,VIC,LP,4.64,"144,841",538,0.003714418,45,0.000310686,23,0.000158795,59,0.000407343,24,0.000165699,316,0.002181703,225,0.001553428,998,0.006890314,280,0.001933154,8,5.5233E-05,0,0,1903,0.013138545,1455,0.010045498,130,0.000897536,2047,0.014132739,2099,0.014491753,151,0.001042522,44,0.000303781,2960,0.020436202,53,0.000365918,26,0.000179507,107,0.000738741,0,0,373,0.002575238,5945,0.041045008,3,2.07124E-05,271,0.001871017,1227,0.008471358,13,8.97536E-05,0,0,219,0.001512003,6,4.14247E-05,337,0.002326689,85,0.00058685,3635,0.025096485,38,0.000262357,304,0.002098853,7,4.83289E-05,189,0.001304879,245,0.00169151,15,0.000103562,683,0.004715516,72,0.000497097,175,0.001208221,613,0.004232227,5474,0.037793166,0,0,125,0.000863015,289,0.001995291,1880,0.01297975,4632,0.031979895,1209,0.008347084,160,0.00110466,924,0.006379409,530,0.003659185,170,0.001173701,215,0.001484386,27,0.000186411,283,0.001953867,4085,0.02820334,493,0.003403732,190,0.001311783,306,0.002112661,188,0.001297975,220,0.001518907,324,0.002236936,129,0.000890632,585,0.004038912,107,0.000738741,81,0.000559234,328,0.002264552,457,0.003155184,719,0.004964064,736,0.005081434,0,0,0,0,1981,0.013677067,1858,0.01282786,0,0,38,0.000262357,0,0,0,0,0,0,942,0.006503683,8772,0.060562962,76393,0.527426626
Chisholm,VIC,LP,0.57,"167,262",1240,0.007413519,325,0.001943059,174,0.001040284,522,0.003120852,82,0.000490249,623,0.003724695,582,0.003479571,3927,0.023478136,1567,0.009368536,279,0.001668042,0,0,3414,0.020411092,859,0.005135655,327,0.001955017,689,0.004119286,1279,0.007646686,590,0.0035274,51,0.000304911,2882,0.017230453,90,0.000538078,17,0.000101637,45,0.000269039,0,0,843,0.005039997,2396,0.014324832,0,0,106,0.000633736,212,0.001267473,0,0,0,0,88,0.000526121,0,0,559,0.003342062,1213,0.007252096,3784,0.02262319,361,0.002158291,322,0.001925123,14,8.3701E-05,45,0.000269039,301,0.001799572,100,0.000597864,828,0.004950317,45,0.000269039,257,0.001536512,896,0.005356865,5609,0.033534216,0,0,16,9.56583E-05,2899,0.01733209,6892,0.041204816,7829,0.046806806,1787,0.010683837,182,0.001088113,1142,0.006827612,1912,0.011431168,278,0.001662063,317,0.00189523,107,0.000639715,552,0.003300212,2209,0.013206825,971,0.005805264,1130,0.006755868,135,0.000807117,370,0.002212098,1018,0.00608626,380,0.002271885,823,0.004920424,364,0.002176227,95,0.000567971,147,0.000878861,590,0.0035274,333,0.001990889,937,0.00560199,1310,0.007832024,0,0,0,0,1915,0.011449104,1062,0.00634932,0,0,161,0.000962562,0,0,0,0,0,0,1345,0.008041277,8887,0.053132212,78763,0.47089596
Cooper,VIC,ALP,14.65,"155,075",1187,0.007654361,213,0.001373529,78,0.000502982,197,0.001270353,44,0.000283734,715,0.004610672,628,0.004049653,2266,0.014612284,928,0.005984201,134,0.000864098,0,0,1999,0.012890537,931,0.006003547,135,0.000870547,650,0.00419152,1096,0.007067548,283,0.001824923,39,0.000251491,1985,0.012800258,54,0.000348219,7,4.51394E-05,68,0.000438498,0,0,1263,0.008144446,2392,0.015424794,0,0,143,0.000922134,298,0.001921651,4,2.5794E-05,0,0,325,0.00209576,0,0,543,0.003501532,795,0.005126552,2499,0.016114783,166,0.00107045,212,0.00136708,6,3.8691E-05,42,0.000270837,477,0.003075931,76,0.000490085,1098,0.007080445,71,0.000457843,290,0.001870063,1140,0.007351282,4608,0.029714654,0,0,23,0.000148315,1073,0.006919233,2957,0.019068193,6356,0.040986619,1723,0.011110753,197,0.001270353,493,0.003179107,995,0.00641625,142,0.000915686,642,0.004139932,418,0.00269547,1163,0.007499597,3082,0.019874254,1294,0.00834435,1568,0.010111236,278,0.001792681,339,0.002186039,878,0.005661777,163,0.001051104,525,0.003385459,405,0.00261164,277,0.001786232,333,0.002147348,1113,0.007177172,1201,0.00774464,1658,0.010691601,2274,0.014663872,0,0,0,0,2284,0.014728357,1184,0.007635015,0,0,138,0.000889892,0,0,0,0,0,0,1655,0.010672255,12154,0.07837498,73787,0.475814928
Corangamite,VIC,ALP,1.07,"131,697",690,0.005239299,26,0.000197423,11,8.35251E-05,145,0.001101012,3,2.27796E-05,277,0.002103313,312,0.002369074,695,0.005277265,163,0.00123769,11,8.35251E-05,0,0,1756,0.013333637,939,0.007130003,171,0.001298435,1444,0.010964563,2071,0.015725491,219,0.001662908,50,0.000379659,2101,0.015953287,151,0.001146571,90,0.000683387,84,0.000637828,0,0,500,0.003796594,4795,0.036409334,0,0,783,0.005945466,653,0.004958351,18,0.000136677,5,3.79659E-05,284,0.002156465,3,2.27796E-05,350,0.002657616,402,0.003052461,4089,0.031048543,105,0.000797285,270,0.002050161,30,0.000227796,173,0.001313621,393,0.002984123,46,0.000349287,907,0.006887021,30,0.000227796,315,0.002391854,720,0.005467095,6297,0.047814301,0,0,88,0.0006682,650,0.004935572,1404,0.010660835,4351,0.033037958,1218,0.009248502,244,0.001852738,713,0.005413943,485,0.003682696,159,0.001207317,175,0.001328808,72,0.000546709,281,0.002133686,3519,0.026720426,518,0.003933271,388,0.002946157,272,0.002065347,133,0.001009894,158,0.001199724,168,0.001275655,123,0.000933962,725,0.005505061,141,0.001070639,106,0.000804878,183,0.001389553,439,0.003333409,630,0.004783708,571,0.00433571,0,0,0,0,1898,0.01441187,1547,0.011746661,0,0,65,0.000493557,0,0,0,0,0,0,892,0.006773123,8922,0.067746418,65868,0.500148067
Corio,VIC,ALP,10.32,"145,073",533,0.003674012,60,0.000413585,38,0.000261937,144,0.000992604,12,8.2717E-05,200,0.001378616,300,0.002067924,957,0.006596679,248,0.001709484,22,0.000151648,0,0,1935,0.013338113,878,0.006052125,226,0.001557836,1303,0.008981685,2477,0.017074163,342,0.002357434,21,0.000144755,1935,0.013338113,203,0.001399296,77,0.000530767,107,0.00073756,0,0,657,0.004528754,4053,0.027937659,0,0,330,0.002274717,387,0.002667623,0,0,0,0,103,0.000709987,3,2.06792E-05,483,0.003329358,596,0.004108277,3846,0.026510791,154,0.001061535,234,0.001612981,9,6.20377E-05,119,0.000820277,390,0.002688302,68,0.00046873,729,0.005025056,27,0.000186113,291,0.002005887,596,0.004108277,5156,0.035540728,0,0,90,0.000620377,858,0.005914264,1607,0.011077182,4486,0.030922363,1371,0.009450415,194,0.001337258,581,0.00400488,471,0.003246641,303,0.002088604,159,0.001096,80,0.000551447,285,0.001964528,3953,0.027248351,517,0.003563723,385,0.002653836,177,0.001220075,151,0.001040855,231,0.001592302,103,0.000709987,85,0.000585912,561,0.003867019,230,0.001585409,67,0.000461836,202,0.001392402,375,0.002584906,661,0.004556327,626,0.004315069,0,0,0,0,2226,0.015343999,1574,0.01084971,0,0,58,0.000399799,0,0,0,0,0,0,827,0.005700578,11913,0.082117279,77070,0.531249785
Deakin,VIC,LP,4.78,"150,396",870,0.005784728,209,0.001389665,30,0.000199473,199,0.001323173,22,0.00014628,328,0.002180909,423,0.002812575,2352,0.015638714,889,0.005911061,124,0.00082449,0,0,2448,0.016277029,1296,0.00861725,150,0.000997367,1086,0.007220937,1608,0.010691774,366,0.002433575,71,0.000472087,3134,0.02083832,72,0.000478736,25,0.000166228,66,0.000438841,0,0,595,0.003956222,4025,0.02676268,0,0,90,0.00059842,511,0.003397697,4,2.65965E-05,0,0,94,0.000625017,3,1.99473E-05,408,0.002712838,253,0.001682226,3998,0.026583154,132,0.000877683,285,0.001894997,17,0.000113035,35,0.000232719,311,0.002067874,55,0.000365701,769,0.005113168,36,0.000239368,306,0.002034629,816,0.005425676,5830,0.038764329,4,2.65965E-05,66,0.000438841,1222,0.008125216,3778,0.025120349,6326,0.042062289,1707,0.011350036,146,0.00097077,1136,0.007553392,1215,0.008078672,236,0.001569191,215,0.001429559,71,0.000472087,301,0.002001383,3227,0.021456688,679,0.004514748,616,0.004095854,360,0.002393681,218,0.001449507,501,0.003331206,439,0.002918961,393,0.002613101,524,0.003484135,134,0.000890981,100,0.000664911,348,0.002313891,354,0.002353786,881,0.005857869,1071,0.0071212,0,0,0,0,1971,0.013105402,1399,0.009302109,0,0,64,0.000425543,0,0,8,5.31929E-05,0,0,1167,0.007759515,7321,0.048678156,75490,0.501941541
